12,0.828,0.803,0.807
62,0.830888888889,0.801666666667,0.806833333333
201,0.835944444444,0.804166666667,0.805666666667
510,0.839833333333,0.8045,0.803666666667
1052,0.847222222222,0.801666666667,0.802166666667
1927,0.854555555556,0.7995,0.798833333333
3206,0.864,0.793,0.7925
4847,0.876111111111,0.786833333333,0.783166666667
6860,0.888666666667,0.7765,0.777333333333
9270,0.901222222222,0.769666666667,0.77
11737,0.912,0.763666666667,0.765166666667
14097,0.921555555556,0.757833333333,0.759333333333
16264,0.929555555556,0.752666666667,0.7555
18114,0.935388888889,0.751333333333,0.7535
19558,0.939833333333,0.749833333333,0.750666666667
20768,0.942611111111,0.746833333333,0.748666666667
21667,0.945111111111,0.743833333333,0.745666666667
22282,0.946277777778,0.7425,0.743833333333
22681,0.946722222222,0.742166666667,0.743666666667
22886,0.947166666667,0.7415,0.743
23022,0.947277777778,0.7415,0.742666666667
23080,0.947277777778,0.7415,0.742666666667
23094,0.947277777778,0.7415,0.742666666667

